water_depth,city,prod_1,prod_4,prod_7,prod_10
0.07999999999999999,Baku,0.36669104123956964,1.9900887866666859,4.4141896971882435,1.174501214827153
0.09,Baku,0.3301111990492455,1.7951728996258491,4.12529424962601,1.0749612240919586
0.09999999999999999,Baku,0.29919511012947986,1.6226165353610755,3.8505136997564424,0.9866592674847136
0.10999999999999999,Baku,0.27289191803462287,1.470636518659435,3.5924180336836558,0.908501401160788
0.11999999999999998,Baku,0.25035535870487796,1.3370685707184298,3.352177438141289,0.8393252190545895
0.12999999999999998,Baku,0.23091049722750467,1.2196927643394688,3.1299794908845313,0.7780120842941146
0.13999999999999999,Baku,0.2140187056341182,1.1164126781341326,2.925360258107076,0.7235429277394286
0.14999999999999997,Baku,0.19924904577846933,1.0253331991474797,2.7374544747917,0.6750153043979669
0.002,Makhachkala,0.5137511003672349,0.5147729335909619,0.5148603238515421,0.5141457875686736
0.003,Makhachkala,0.8622191151932532,1.5207112032614534,1.5201382075534446,1.5203348244545074
0.004,Makhachkala,0.8543783796501372,2.529153991593878,2.5301185417411594,2.1580730324486037
0.005,Makhachkala,0.8462469757920723,3.5335482729595533,3.5359416788499933,2.144898423070176
0.006,Makhachkala,0.83767759092501,3.5425417447637453,4.543686977799554,2.134115609802321
0.007,Makhachkala,0.828699573405197,3.5241126308176103,5.547582998058552,2.123657068252866
0.008,Makhachkala,0.8193735712522457,3.507526112081627,5.721778143749277,2.113071540984354
0.009000000000000001,Makhachkala,0.8097631639904364,3.491304702453517,5.697702266436425,2.102213833372916
0.01,Makhachkala,0.7999280690246096,3.4749469434445786,5.679259448326041,2.091032049264171
0.012,Makhachkala,0.7797886426771966,3.441073873687536,5.647469837002976,2.0676490474457427
0.014,Makhachkala,0.7593051336462956,3.4052239763272114,5.617185410577436,2.042942265736494
0.016,Makhachkala,0.7387381300750069,3.3672717209221696,5.586253870043871,2.017016858892989
0.018000000000000002,Makhachkala,0.7182849501401705,3.3272728915062864,5.553879731127688,1.9900055260931109
0.02,Makhachkala,0.6981058217898783,3.285356439526721,5.519717961628583,1.9620396238179847
0.03,Makhachkala,0.6034935439437218,3.0532781162432774,5.319923123561475,1.8127127143882005
0.039999999999999994,Makhachkala,0.5217984724536568,2.799803260401177,5.0776854845760795,1.657464132444043
0.049999999999999996,Makhachkala,0.4531924569007673,2.5435779666509117,4.805777184118963,1.5061958700319538
0.06,Makhachkala,0.3962697007362798,2.2975632698694812,4.517821140313878,1.3648069746222187
0.06999999999999999,Makhachkala,0.3491896653433855,2.0693926137870164,4.225591612258748,1.236127439121054
0.07999999999999999,Makhachkala,0.31016007543366336,1.8626074154694923,3.9381771850647977,1.1209463733739533
0.09,Makhachkala,0.277630507789824,1.67798298114888,3.661946125622211,1.018845253541988
0.09999999999999999,Makhachkala,0.2503285737742753,1.5146383738934692,3.4009070884138506,0.928790437114309
0.10999999999999999,Makhachkala,0.22723941977139256,1.370836395994929,3.1572152078772806,0.8495105433475512
0.11999999999999998,Makhachkala,0.20756193215994298,1.244502824655253,2.931685327287691,0.7796974301193975
0.12999999999999998,Makhachkala,0.19066606636706412,1.1335267587779223,2.724213636921823,0.7181220251227675
0.13999999999999999,Makhachkala,0.1760545924364297,1.0359216508322546,2.5341193362729224,0.6636805662795484
0.14999999999999997,Makhachkala,0.16333418996231316,0.9498965513060553,2.360387503861617,0.6154035969277581
0.002,Tehran,0.5137330867951595,0.5157147536930479,0.5170217538682184,0.5149490758741856
0.003,Tehran,1.5210811144217369,1.525657397598792,1.5204871949411893,1.5203863181755732
0.004,Tehran,1.8893246482669936,2.533438313508043,2.531753909126564,2.530866610071767
0.005,Tehran,1.869169240041472,3.5387397181755937,3.5413754999435625,3.536100934648057
0.006,Tehran,1.8498627420289986,4.541051955901006,4.541637425137052,4.047728170490531
0.007,Tehran,1.8302608984044846,5.350976919969593,5.559560400274385,4.015461339394149
0.008,Tehran,1.8101469894431916,5.306486749988062,6.562708837632153,3.9900166905640955
0.009000000000000001,Tehran,1.7894977637053038,5.275438074594377,7.5632774216353855,3.9663570971609508
0.01,Tehran,1.768341133851984,5.247801646456147,8.057502234849114,3.943232382925199
0.012,Tehran,1.724715627284162,5.195262029207193,7.975647186333131,3.896928032987861
0.014,Tehran,1.679717774727683,5.142708265828874,7.921743828864635,3.8495389145044845
0.016,Tehran,1.6337975985317663,5.088660849960145,7.873067695716919,3.8006324644031193
0.018000000000000002,Tehran,1.5873508356652202,5.032627873569748,7.825233441473408,3.750097765214453
0.02,Tehran,1.5408157470951291,4.974470784965236,7.776628187609994,3.6979647441926775
0.03,Tehran,1.3144774197828235,4.654093470686608,7.5059649144948,3.4177124163069807
0.039999999999999994,Tehran,1.111677253038337,4.2977937849731545,7.184283536154561,3.118649069878691
0.049999999999999996,Tehran,0.9392747643554986,3.9259523753848304,6.820228860602256,2.8186058732250174
0.06,Tehran,0.7967162543338207,3.556884710798484,6.427234594850671,2.531361227270853
0.06999999999999999,Tehran,0.6804407951339977,3.204355982705003,6.019750208176234,2.265510213287251
0.07999999999999999,Tehran,0.5860901915549932,2.877045383228375,5.610453835199243,2.025260999217873
0.09,Tehran,0.5095344105927765,2.579385814253144,5.209517215057923,1.8117838137408147
0.09999999999999999,Tehran,0.447242171319898,2.312653113613195,4.824494915122473,1.6240697475803267
0.10999999999999999,Tehran,0.39633960570795523,2.0760443729052036,4.460473064348575,1.4600874743028596
0.11999999999999998,Tehran,0.35454064482742165,1.8675618092315835,4.120473523701202,1.3173825110750883
0.12999999999999998,Tehran,0.3200528811907594,1.6846407860554566,3.805916032325741,1.1934300213555007
0.13999999999999999,Tehran,0.29147072667028506,1.5245409957845828,3.517048289435298,1.0858471526271223
0.14999999999999997,Tehran,0.26768757883742134,1.3845923421211415,3.2533212296402705,0.9924766043040549
0.002,Turkmenbashy,0.5141285432046239,0.5139554090157527,0.5139522280584023,0.5135001726494861
0.003,Turkmenbashy,0.8678889217713779,1.5208361653870992,1.5212797993363312,1.5234891087133167
0.004,Turkmenbashy,0.8598190968282486,2.530764771253192,2.5296619821765702,2.528540187699292
0.005,Turkmenbashy,0.851446531763886,3.5376708363900793,3.5364221979084807,2.7264654981557994
0.006,Turkmenbashy,0.8426051857486699,4.362228683564261,4.548508317058237,2.709875742898955
0.007,Turkmenbashy,0.8333114878377637,4.329720097401691,5.5554737000403,2.6951497651964114
0.008,Turkmenbashy,0.8236153138770338,4.3071444189941595,6.5534705375972155,2.6807112272015416
0.009000000000000001,Turkmenbashy,0.8135746827055423,4.286774599932928,7.093244796179636,2.66611037181027
0.01,Turkmenbashy,0.8032443166907373,4.266923561851719,7.052538440476379,2.6511742349170135
0.012,Turkmenbashy,0.7819174483188045,4.226620426314328,7.002445041342895,2.6200387490785895
0.014,Turkmenbashy,0.7600056421700304,4.184257168016582,6.961180249785624,2.587113751154315
0.016,Turkmenbashy,0.7378013030269291,4.139347788185432,6.92117675822949,2.5524446595138754
0.018000000000000002,Turkmenbashy,0.7155350624188691,4.091829647494913,6.880295650024075,2.516166552548515
0.02,Turkmenbashy,0.6934281658177807,4.041800210226544,6.83770299500667,2.4784428067431357
0.03,Turkmenbashy,0.588789781349915,3.7608413089471187,6.592229779127815,2.2748997732682525
0.039999999999999994,Turkmenbashy,0.49876200023156914,3.4482887491125926,6.2963745795151365,2.0617063003400435
0.049999999999999996,Turkmenbashy,0.4245574077398345,3.1281241882841773,5.964454978325681,1.8543980409746743
0.06,Turkmenbashy,0.364426127777347,2.8180387190156346,5.612086461522677,1.662160200731379
0.06999999999999999,Turkmenbashy,0.31585523939856797,2.529004322154608,5.2532094728958105,1.489145810705614
0.07999999999999999,Turkmenbashy,0.27646225633500365,2.2664964554762936,4.898873772669,1.3362248122403404
0.09,Turkmenbashy,0.24427030464524993,2.0321047543912867,4.557039745330509,1.2024305474658148
0.09999999999999999,Turkmenbashy,0.21772326374146356,1.8250179751474847,4.232886516009865,1.085935748274126
0.10999999999999999,Turkmenbashy,0.19562418762614542,1.6431479601747836,3.929357305276813,0.9846400859837386
0.11999999999999998,Turkmenbashy,0.177058783660784,1.4838628331360093,3.6477209662693664,0.896480399389036
0.12999999999999998,Turkmenbashy,0.1613254733990126,1.3444297868225663,3.388082159839699,0.8195766381263921
0.13999999999999999,Turkmenbashy,0.14788395094351084,1.2222549019570288,3.149775170204745,0.7522768231960119
0.14999999999999997,Turkmenbashy,0.13631551828091604,1.11498756103796,2.931672456909628,0.6931654707482086
