water_depth,city,prod_1,prod_4,prod_7,prod_10
0.002,Aktau,0.5140536610967007,0.5147397254862393,0.5140898082375593,0.5154443699774299
0.003,Aktau,0.7259749031759407,1.5222683960843835,1.5243851736563396,1.5220300461311482
0.004,Aktau,0.7191916776521378,2.531647561808954,2.5294444499628836,2.3904216192815686
0.005,Aktau,0.7120202784823025,3.5372235589770313,3.5359098385203778,2.372899150611264
0.006,Aktau,0.7044129513835319,4.27094456835035,4.544854164504685,2.3598756204274802
0.007,Aktau,0.6964107352145652,4.242514763801704,5.552943670205609,2.3474929173593666
0.008,Aktau,0.6880686216367247,4.221467887966766,6.554936541236664,2.3350309442995356
0.009000000000000001,Aktau,0.6794423304991998,4.202120010315538,6.822468037570848,2.3222559243135437
0.01,Aktau,0.6705853972597606,4.183090187535105,6.790201634217305,2.3090777680231365
0.012,Aktau,0.6523633328955756,4.144156051886579,6.745220202660915,2.281396690064831
0.014,Aktau,0.6337265489702715,4.102983092387456,6.706103530034911,2.2519415383201933
0.016,Aktau,0.6149254113682573,4.059180840480564,6.667216206906465,2.2208195434727225
0.018000000000000002,Aktau,0.5961642153844178,4.012723751334771,6.626866892300061,2.1881863458058306
0.02,Aktau,0.5776094667245449,3.963730750398518,6.584409110522805,2.1542340544586414
0.03,Aktau,0.49062426607761084,3.6877670132263565,6.336503809891741,1.9712879598659523
0.039999999999999994,Aktau,0.41664537912992794,3.379822038147935,6.036747113622431,1.781038963676079
0.049999999999999996,Aktau,0.356065759553262,3.063858380728356,5.701882254545304,1.5978281834217705
0.06,Aktau,0.30712620753613024,2.7576403407464025,5.34887223839571,1.4295456189192253
0.06999999999999999,Aktau,0.2676296290298036,2.4722579148691546,4.992177971947781,1.279347783392069
0.07999999999999999,Aktau,0.23557412278909656,2.2132708010694726,4.642812963730079,1.1475155274517967
0.09,Aktau,0.2093329385836517,1.982309799784922,4.308391725394903,1.032814778573154
0.09999999999999999,Aktau,0.1876409109570892,1.7785682791900963,3.9935976746613826,0.933383839813875
0.10999999999999999,Aktau,0.16952972028498925,1.5999414005810466,3.7008440848213366,0.8472177578969526
0.11999999999999998,Aktau,0.15426161943102634,1.4437701328944412,3.4309022220299656,0.7724160370675185
0.12999999999999998,Aktau,0.14127271023087673,1.307298747641414,3.183450681470587,0.7072825475009957
0.13999999999999999,Aktau,0.13012861620188704,1.1879124231347775,2.957480853556213,0.6503531995450103
0.14999999999999997,Aktau,0.12049213898104617,1.0832475413670977,2.751599951479428,0.6003885072952244
0.002,Astrakhan,0.4004128516052787,0.5138551740966025,0.5150638204455577,0.5148706425572762
0.003,Astrakhan,0.39506177342531595,1.5237464608234539,1.521585602674525,1.5208245761370507
0.004,Astrakhan,0.38930146559253265,2.5282921845303843,2.528321764739948,2.0294631469881232
0.005,Astrakhan,0.3831399881513622,3.534246964567637,3.5388391937279433,2.0138620894427537
0.006,Astrakhan,0.37666968409122703,4.037204096589373,4.542341220520544,1.9997708465101334
0.007,Astrakhan,0.36998190053429053,4.011275619191612,5.550790450643153,1.9856878827201292
0.008,Astrakhan,0.3631454335394185,3.9900294070569657,6.553613338950875,1.9712763875481645
0.009000000000000001,Astrakhan,0.35622954622522024,3.9699306333414244,6.621278947561725,1.9564355725669622
0.01,Astrakhan,0.34928275828474925,3.9499834138225043,6.5903105404522755,1.9411367500052847
0.012,Astrakhan,0.33545142104646847,3.9091440540954725,6.5437825081527,1.9091900443800063
0.014,Astrakhan,0.321882818020724,3.8662054618909645,6.502075067107983,1.8755835946594963
0.016,Astrakhan,0.30872050529509865,3.8208691087878583,6.460376635550122,1.8405344279276563
0.018000000000000002,Astrakhan,0.2960457182938644,3.773125367215081,6.4171703321029785,1.8042780544498807
0.02,Astrakhan,0.2838760663867926,3.7230842350131046,6.37185609585306,1.7670501968062418
0.03,Astrakhan,0.2308061566741067,3.444850254406662,6.109721011586409,1.5740343732594804
0.039999999999999994,Astrakhan,0.18955445271308122,3.1377223368672427,5.7952436101879465,1.3835777161178409
0.049999999999999996,Astrakhan,0.15780235637168916,2.823866427790391,5.444504097886182,1.2079584007300948
0.06,Astrakhan,0.13329020941686262,2.520130612866153,5.074608902982284,1.0524925718493952
0.06999999999999999,Astrakhan,0.11418166154158986,2.2373516397364708,4.700654395286313,0.9181418421672722
0.07999999999999999,Astrakhan,0.09910160400782951,1.9811427632448444,4.334476612622565,0.8035632035600143
0.09,Astrakhan,0.08705029189340373,1.7532924484101347,3.9844749224191167,0.7064513035197973
0.09999999999999999,Astrakhan,0.07731664660288785,1.5533939256529612,3.6564061097538474,0.6243180117753903
0.10999999999999999,Astrakhan,0.06944746320196676,1.3794214299591203,3.353039713648908,0.5551083342406193
0.11999999999999998,Astrakhan,0.06304845838308634,1.2286924002124207,3.075291587941325,0.49679484532840046
0.12999999999999998,Astrakhan,0.057812908820742935,1.0984011545956032,2.8228853845959883,0.44753733690308783
0.13999999999999999,Astrakhan,0.05350837271201797,0.9858626667665582,2.5947602692887095,0.4058286147561393
0.14999999999999997,Astrakhan,0.049954366192766886,0.8886297167682675,2.389419152150242,0.3704304503741147
0.002,Atyrau,0.32752312938001216,0.5158060515923459,0.5147166018283847,0.514012301383415
0.003,Atyrau,0.3227819705015644,1.5235869132687374,1.5233880218208395,1.521223988341016
0.004,Atyrau,0.3176091602969656,2.5273075123866056,2.528805959568989,1.7750505105121996
0.005,Atyrau,0.3120765556257719,3.534482942102069,3.5401934490280773,1.7628418422826018
0.006,Atyrau,0.3062800901702999,3.80431971677245,4.541308480223284,1.7511423710762648
0.007,Atyrau,0.3003038677698264,3.7826957342000735,5.550975873660792,1.739210150805836
0.008,Atyrau,0.2942211498973179,3.76393716070748,6.351305839497256,1.7268624997494797
0.009000000000000001,Atyrau,0.2880874080809534,3.7457927432128586,6.3112806112125295,1.7140512968191883
0.01,Atyrau,0.28194735408594157,3.727547343853268,6.286103991741097,1.700771733157104
0.012,Atyrau,0.2697882874038246,3.689719818337128,6.245778443181496,1.6728760255991895
0.014,Atyrau,0.25793676038299873,3.6495061166899285,6.208344158674315,1.6433720062400425
0.016,Atyrau,0.246518424640995,3.606732399077203,6.170220460315226,1.6125044655613414
0.018000000000000002,Atyrau,0.23558750798520972,3.5614630948434183,6.130254773400412,1.580529009862793
0.02,Atyrau,0.22515983386829355,3.513853486873448,6.088014235213839,1.5476783621738284
0.03,Atyrau,0.180565953114161,3.2481296473481556,5.841166093294956,1.3778353867894302
0.039999999999999994,Atyrau,0.14703589308589682,2.9557167615949202,5.544250088914262,1.2121444775643129
0.049999999999999996,Atyrau,0.12196100599639562,2.6595190808069864,5.214785249757299,1.0614719915710658
0.06,Atyrau,0.10302713010813674,2.375887549093521,4.869851029240009,0.9297637050171091
0.06999999999999999,Atyrau,0.08850321444605265,2.1144871492512314,4.523724401519572,0.8170596410049573
0.07999999999999999,Atyrau,0.07716944140186471,1.8796604274540987,4.187023980301845,0.7215758837835058
0.09,Atyrau,0.0681734642484157,1.672138001766548,3.8668286935834946,0.640925660633221
0.09999999999999999,Atyrau,0.060918411802069056,1.490545711894805,3.567273422068751,0.5727272271656161
0.10999999999999999,Atyrau,0.05498593969816213,1.3324710693054849,3.2902724414887756,0.5148521253248097
0.11999999999999998,Atyrau,0.05007112958640571,1.1951457875936768,3.0361938223554676,0.4654992167586728
0.12999999999999998,Atyrau,0.04595419281218916,1.0758287331683363,2.804408950717345,0.4231811666163389
0.13999999999999999,Atyrau,0.042470184621033205,0.971992589208122,2.593692775089381,0.3866871617981701
0.14999999999999997,Atyrau,0.03949601486599191,0.8814005659021308,2.402513137943157,0.3550360493208254
0.002,Baku,0.5140342123746746,0.5163728350659095,0.513906603419092,0.5152007252337016
0.003,Baku,0.9251579848126231,1.524159563435889,1.520130680131045,1.5213453711053115
0.004,Baku,0.9183033037850132,2.5269199475996365,2.530133478473308,2.134068260411136
0.005,Baku,0.911310901351187,3.535214198183363,3.5336910335424876,2.1227469448587986
0.006,Baku,0.9039324701340432,3.7420903614615053,4.543246605134994,2.1137022880215346
0.007,Baku,0.8961606441518934,3.722381994950336,5.550858588327299,2.104987389706308
0.008,Baku,0.8880288443684554,3.7053961916713027,6.246246787121854,2.0961626743661066
0.009000000000000001,Baku,0.8795812499548618,3.6890150379940043,6.21233517973405,2.0870780606871557
0.01,Baku,0.8708623335427689,3.6725673182842438,6.190878832165813,2.0776775286039113
0.012,Baku,0.852773215008772,3.638494575535291,6.157164965067261,2.057859001966715
0.014,Baku,0.8340524881286884,3.6022803169904494,6.126541041343119,2.036686169923051
0.016,Baku,0.8149400620301501,3.5637485122418755,6.095743461246946,2.0142313541753696
0.018000000000000002,Baku,0.7956222162251508,3.522941594960417,6.063646617784469,1.9906029176368492
0.02,Baku,0.7762677635742491,3.4800050066207935,6.029777964503585,1.9659158597871904
0.03,Baku,0.6822406852468282,3.2400867666254762,5.830330683752445,1.8310787382973843
0.039999999999999994,Baku,0.5974026690896295,2.9757338877682065,5.5858446170657485,1.6872067279503167
0.049999999999999996,Baku,0.5241276167984853,2.707189915252258,5.309252464955984,1.54465218945804
0.06,Baku,0.4621672499161603,2.44855766534002,5.01424081220925,1.4098510258895305
0.06999999999999999,Baku,0.4102134134555989,2.2082049666368686,4.71275842685616,1.2860866766166257
